site,hotel_id,customer_id,package_id,package_revision_id,nights,revision_number,booked_at,arrival_on,pax,pax_adult,revenue_dkk,discount_code_id
no,3270,320313,34699,34939,2,1,2021.08.26 13:10,2021.09.26,2,2,4491,1031
se,846,84866,38713,38713,2,1,2021.08.26 13:13,2021.09.01,2,2,4497,905
da,884,46825,35385,38134,4,2,2021.08.26 13:13,2021.09.20,2,2,4660,519
de,4817,320314,36472,36472,3,1,2021.08.26 13:14,2021.09.28,2,2,2466,436
da,884,203415,35385,38134,2,1,2021.08.26 13:21,2021.09.10,3,3,3051,902
se,3472,318196,37805,38438,3,1,2021.08.26 13:21,2021.09.27,2,2,1106,0
de,6323,320317,35416,35416,1,1,2021.08.26 13:25,2021.10.27,2,2,2216,1354
da,499,2406,37845,37845,2,1,2021.08.26 13:25,2021.09.14,2,2,1913,901
de,1099,310429,36091,37441,2,1,2021.08.26 13:26,2021.10.05,2,2,4405,1033
da,969,320318,37994,37994,2,1,2021.08.26 13:26,2021.09.27,2,2,3362,519
da,969,320319,37994,37994,2,1,2021.08.26 13:26,2021.09.28,2,2,4129,519
da,5438,41154,36619,37322,2,2,2021.08.26 13:28,2021.09.04,2,2,3553,519
da,4067,320320,38010,38645,2,1,2021.08.26 13:29,2021.09.27,2,2,4211,1100
se,6021,236582,38347,38347,3,2,2021.08.26 13:30,2021.09.23,2,2,4896,906
se,6021,274990,38347,38347,2,1,2021.08.26 13:30,2021.09.03,2,2,4342,1037
se,1070,320321,37747,38188,2,1,2021.08.26 13:30,2021.09.28,6,4,4959,0
da,3562,320096,35687,35687,2,3,2021.08.26 13:31,2021.09.24,2,2,513,0
de,658,320323,38027,38027,3,1,2021.08.26 13:34,2021.10.26,6,4,3537,1239
da,3802,25361,36276,37565,3,1,2021.08.26 13:36,2021.09.05,2,2,3774,1100
de,6055,320325,37370,37370,2,1,2021.08.26 13:41,2021.10.22,2,2,2486,1239
da,4019,319189,37127,37127,3,1,2021.08.26 13:41,2021.09.16,2,2,1387,561
da,3877,320326,37067,38118,2,1,2021.08.26 13:41,2021.09.17,2,2,1896,0
da,1717,320327,36025,37880,2,1,2021.08.26 13:42,2021.09.30,2,2,4602,0
da,2771,320328,38611,38617,3,1,2021.08.26 13:45,2021.09.27,4,4,4969,519
da,969,320047,37994,37994,2,1,2021.08.26 13:47,2021.09.27,2,2,4868,561
da,1031,320329,36173,38099,4,1,2021.08.26 13:47,2021.10.04,2,2,1585,561
da,1506,279647,34221,37841,2,1,2021.08.26 13:50,2021.09.26,3,2,1217,561
da,3873,15398,36861,36861,2,1,2021.08.26 13:50,2021.09.24,2,2,1936,1099
da,1505,320330,36282,37780,3,1,2021.08.26 13:51,2021.09.17,2,2,1698,519
se,4452,243654,35750,38245,2,1,2021.08.26 13:51,2021.09.13,2,2,2762,1037
se,6828,224333,35626,35885,2,1,2021.08.26 13:51,2021.10.08,4,4,4444,625
de,4215,320331,36338,36338,2,1,2021.08.26 13:53,2021.09.15,2,2,4669,1239
da,3390,320332,37058,37058,2,1,2021.08.26 13:54,2021.09.21,2,2,4254,519
da,3390,320333,37058,37058,2,1,2021.08.26 13:54,2021.09.21,2,2,563,0
da,645,125972,37390,37390,2,1,2021.08.26 13:55,2021.09.04,2,2,2286,519
da,301,2381,36117,38569,3,1,2021.08.26 13:55,2021.09.30,2,2,727,903
se,1232,320334,38667,38667,2,1,2021.08.26 13:57,2021.09.08,2,2,1001,905
da,1930,202874,35151,38485,2,1,2021.08.26 13:59,2021.09.02,4,4,2073,1029
da,1474,106041,38369,38541,2,1,2021.08.26 14:05,2021.09.09,2,2,1116,901
de,4728,320282,34982,38334,3,1,2021.08.26 14:05,2021.09.23,2,2,4464,1034
se,7426,169195,35780,38166,2,1,2021.08.26 14:05,2021.09.01,2,2,1592,905
da,4275,320327,38647,38647,2,1,2021.08.26 14:06,2021.09.28,2,2,3093,0
no,7646,320335,35291,35291,3,1,2021.08.26 14:08,2021.09.08,4,4,3736,498
da,314,106041,36842,38604,2,1,2021.08.26 14:08,2021.09.11,2,2,3619,901
da,5582,218855,38526,38526,2,1,2021.08.26 14:09,2021.09.09,2,2,2419,519
da,5582,320336,38708,38708,2,1,2021.08.26 14:09,2021.09.02,2,2,2614,519
da,7511,320337,34287,37304,2,1,2021.08.26 14:13,2021.09.30,2,2,2000,1029
da,884,76092,35385,38134,2,1,2021.08.26 14:13,2021.09.10,2,2,3407,519
se,505,320338,36029,36609,4,1,2021.08.26 14:14,2021.09.03,2,2,4054,287
da,6511,2381,35645,36849,3,1,2021.08.26 14:14,2021.09.06,2,2,979,903
no,3052,191967,36423,37445,2,1,2021.08.26 14:15,2021.09.10,2,2,4009,915
se,6828,210780,35626,35885,2,1,2021.08.26 14:16,2021.09.23,2,2,1826,625
se,6948,247968,36570,38154,2,1,2021.08.26 14:17,2021.09.04,2,2,3675,1086
da,1191,288042,38353,38628,2,1,2021.08.26 14:17,2021.09.30,2,2,2858,0
da,314,61882,36842,38604,2,1,2021.08.26 14:21,2021.09.03,2,2,2326,903
da,1805,319929,38084,38084,2,3,2021.08.26 14:29,2021.09.29,2,2,2803,519
da,357,246547,38736,38736,2,1,2021.08.26 14:31,2021.09.11,4,4,3960,519
da,648,304015,37391,38679,2,2,2021.08.26 14:31,2021.09.29,2,2,4776,0
da,311,246040,36115,36115,2,1,2021.08.26 14:32,2021.09.16,2,2,798,0
se,6664,80938,38533,38536,3,1,2021.08.26 14:32,2021.12.29,1,1,3507,0
se,1394,225718,38696,38696,3,2,2021.08.26 14:32,2021.09.17,2,2,2077,1037
da,648,304015,37391,38679,2,1,2021.08.26 14:32,2021.09.31,2,2,1996,0
se,610,320343,38046,38170,3,1,2021.08.26 14:33,2021.09.29,2,2,3759,1086
da,3588,320345,37668,37668,2,1,2021.08.26 14:35,2021.09.29,2,2,1644,519
da,3070,320346,36729,37356,2,1,2021.08.26 14:36,2021.09.27,2,2,2967,519
da,3070,320346,36729,37356,2,1,2021.08.26 14:36,2021.09.29,2,2,1998,519
da,311,193585,36115,36115,2,2,2021.08.26 14:37,2021.09.01,2,2,3235,672
de,658,200333,38027,38027,2,2,2021.08.26 14:37,2021.10.03,2,2,4028,897
se,3415,320347,38694,38694,2,1,2021.08.26 14:38,2021.09.12,2,2,4628,905
se,6828,320348,35626,35885,2,1,2021.08.26 14:38,2021.09.05,2,2,2222,1086
da,3116,185034,38104,38104,3,1,2021.08.26 14:38,2021.09.28,2,2,3983,0
da,2681,255390,36245,36245,2,1,2021.08.26 14:39,2021.09.06,2,2,2349,0
da,966,12961,38061,38431,2,1,2021.08.26 14:40,2021.10.25,2,2,939,561
da,995,113665,36601,36601,3,1,2021.08.26 14:45,2021.09.29,6,6,2116,1029
se,846,320354,38713,38713,2,1,2021.08.26 14:48,2021.09.01,4,2,3270,1114
da,4148,320127,35297,38733,2,2,2021.08.26 14:49,2021.09.03,2,2,4969,0
da,5062,313434,36626,36651,2,2,2021.08.26 14:51,2021.09.17,2,2,946,1331
da,1388,65282,36278,36278,2,1,2021.08.26 14:53,2021.09.27,6,4,985,0
da,1764,75574,36617,36617,2,2,2021.08.26 14:53,2021.09.11,6,6,1702,903
da,5713,320356,38701,38701,2,1,2021.08.26 14:55,2021.09.01,2,2,3524,519
se,6572,153597,37167,38163,3,1,2021.08.26 14:55,2021.10.07,2,2,4232,1114
se,5062,320357,36626,36651,2,1,2021.08.26 14:56,2021.09.29,2,2,2137,1037
da,7662,320358,34992,37280,2,1,2021.08.26 14:57,2021.09.03,2,2,2916,561
de,7844,320359,38359,38359,2,1,2021.08.26 14:58,2021.09.24,2,2,4616,1259
da,3226,37546,36332,37924,2,1,2021.08.26 15:01,2021.10.07,6,6,4279,901
da,969,320360,37994,37994,2,1,2021.08.26 15:02,2021.09.26,2,2,4829,561
da,893,320167,36172,38080,2,1,2021.08.26 15:03,2021.09.29,3,3,2283,0
da,969,320361,37994,37994,2,1,2021.08.26 15:04,2021.09.28,2,2,2378,87
da,505,320362,36030,36030,4,1,2021.08.26 15:04,2022.01.30,2,2,2575,901
da,969,319577,37994,37994,2,2,2021.08.26 15:05,2021.09.27,2,2,1985,0
da,4067,320364,38010,38645,2,1,2021.08.26 15:12,2021.09.28,2,2,4962,1100
da,6206,134974,36567,36567,2,1,2021.08.26 15:13,2021.09.17,5,5,4228,1029
da,3840,35877,35770,36052,2,1,2021.08.26 15:14,2021.10.16,4,4,4366,0
da,5974,19351,37972,37972,2,2,2021.08.26 15:15,2021.09.30,2,2,4785,1104
da,7333,69143,37365,37386,2,1,2021.08.26 15:22,2021.09.06,2,2,4503,561
da,301,243061,38712,38712,2,1,2021.08.26 15:23,2021.09.30,2,2,4405,901
da,830,219408,35903,38556,2,1,2021.08.26 15:24,2021.09.01,2,2,1304,903
da,650,319874,37656,38497,2,2,2021.08.26 15:25,2021.09.28,2,2,4701,519
da,5062,58613,36626,36651,3,1,2021.08.26 15:26,2021.09.24,2,2,3636,519
se,5717,320366,38417,38417,2,1,2021.08.26 15:26,2021.09.03,7,7,4907,0
da,884,219408,35385,38134,4,1,2021.08.26 15:26,2021.09.03,2,2,1803,903
de,4221,320302,36605,36605,1,1,2021.08.26 15:28,2021.09.04,2,2,1821,1033
da,301,19957,36117,38569,3,1,2021.08.26 15:28,2021.09.30,2,2,2418,1029
da,3895,297143,34054,34054,2,2,2021.08.26 15:30,2022.02.25,2,2,4334,1331
da,2681,33100,36245,36245,2,1,2021.08.26 15:31,2021.09.05,2,2,3831,901
da,5437,191390,38349,38655,2,2,2021.08.26 15:33,2021.09.07,2,2,4100,561
da,3873,169879,36861,36861,2,1,2021.08.26 15:35,2021.09.06,2,2,4079,903
se,428,38497,35737,38510,3,1,2021.08.26 15:38,2021.09.03,2,2,2985,0
se,3472,228607,37805,38438,2,1,2021.08.26 15:38,2021.09.28,2,2,1585,905
no,4148,19080,35297,38733,2,1,2021.08.26 15:39,2021.09.13,2,2,1845,0
da,492,320223,37638,37795,6,2,2021.08.26 15:44,2021.09.31,2,2,3870,902
se,6828,320369,35626,35885,3,1,2021.08.26 15:44,2021.09.17,2,2,2664,385
da,3344,309150,36897,36897,3,1,2021.08.26 15:44,2021.09.12,2,2,855,561
da,1109,320370,35798,36522,2,1,2021.08.26 15:44,2021.09.30,2,2,673,1099
da,301,104494,38712,38712,2,3,2021.08.26 15:44,2021.09.09,2,2,2857,319
de,7690,320374,35070,35340,2,1,2021.08.26 15:51,2021.11.28,2,2,3396,1329
da,647,320375,37388,37388,2,1,2021.08.26 15:52,2021.09.10,2,2,1728,0
da,651,21798,38026,38026,2,1,2021.08.26 15:53,2021.10.08,2,2,2547,1029
da,648,307604,37391,38679,2,3,2021.08.26 15:54,2021.09.08,8,8,3340,519
da,1460,840,35424,35424,6,2,2021.08.26 15:55,2021.09.02,2,2,3875,672
da,1171,167934,38737,38737,2,1,2021.08.26 15:57,2021.09.27,3,2,3177,1331
da,4637,193180,35796,38457,4,1,2021.08.26 15:58,2021.09.16,2,2,3443,519
se,5062,21491,36626,36651,2,1,2021.08.26 15:59,2021.09.03,4,4,750,905
se,3415,221064,35827,38256,2,1,2021.08.26 16:00,2021.09.11,4,4,2593,1086
da,4854,320376,38480,38480,3,1,2021.08.26 16:01,2021.09.06,2,2,3250,0
se,1377,228707,36205,37300,3,1,2021.08.26 16:04,2021.09.01,4,4,3983,1114
da,4148,318650,35297,38733,2,1,2021.08.26 16:04,2021.09.15,2,2,4588,761
da,3409,23859,35792,35792,2,1,2021.08.26 16:06,2021.09.07,4,4,2436,0
da,893,320377,36172,38080,1,1,2021.08.26 16:06,2021.09.21,2,2,1120,1099
de,7844,320378,38359,38359,2,1,2021.08.26 16:08,2021.09.06,2,2,4469,1258
da,428,23859,35737,38510,2,1,2021.08.26 16:09,2021.09.09,4,4,4735,0
se,846,320379,36219,38060,2,1,2021.08.26 16:09,2021.09.24,8,6,4138,1114
da,4124,316528,37063,37063,2,2,2021.08.26 16:10,2021.09.30,2,2,609,0
da,301,320380,36117,38569,3,1,2021.08.26 16:12,2021.09.10,2,2,3928,901
se,2125,210940,36765,37033,2,1,2021.08.26 16:12,2021.10.11,2,2,3788,904
da,4067,268885,38010,38645,2,1,2021.08.26 16:12,2021.09.27,2,2,4699,319
da,2771,90393,38611,38617,3,1,2021.08.26 16:12,2021.09.29,3,2,3268,903
da,3802,272744,36276,37565,2,1,2021.08.26 16:13,2021.09.08,2,2,3648,0
da,505,305017,36029,36609,2,1,2021.08.26 16:13,2021.09.07,2,2,805,901
da,3802,217500,36276,37565,2,1,2021.08.26 16:14,2021.09.19,2,2,835,0
de,6188,320382,34764,34999,2,1,2021.08.26 16:14,2021.11.12,2,2,3648,1277
se,5958,20163,37188,38147,2,1,2021.08.26 16:15,2021.09.22,2,2,2426,891
da,3061,274506,36798,37362,3,2,2021.08.26 16:15,2021.09.05,2,2,4654,561
no,4923,71211,38564,38564,2,1,2021.08.26 16:16,2021.09.28,3,3,2184,1122
se,6346,320384,36873,38175,2,1,2021.08.26 16:17,2021.09.08,2,2,1631,720
se,2773,320384,36246,38234,2,1,2021.08.26 16:17,2021.09.06,2,2,2093,720
se,846,320384,38713,38713,2,1,2021.08.26 16:18,2021.09.04,2,2,2904,720
da,357,21798,35576,35576,2,1,2021.08.26 16:19,2021.10.14,2,2,3120,1029
se,1070,298150,37747,38188,2,1,2021.08.26 16:19,2021.09.03,5,4,4196,0
da,969,187000,37994,37994,2,1,2021.08.26 16:24,2021.09.27,2,2,3364,519
da,4420,320388,37195,37198,2,1,2021.08.26 16:28,2021.09.03,2,2,4850,561
da,7511,287026,34287,37304,2,1,2021.08.26 16:28,2021.09.13,2,2,2136,519
da,969,320388,37994,37994,2,1,2021.08.26 16:30,2021.09.05,2,2,3057,561
da,5582,293272,38526,38526,2,2,2021.08.26 16:35,2021.09.11,2,2,1328,0
no,610,259867,37133,38172,2,1,2021.08.26 16:35,2021.09.29,2,2,2441,0
de,3353,320390,35399,35399,2,1,2021.08.26 16:37,2021.09.24,2,2,2281,0
da,311,136012,36115,36115,2,2,2021.08.26 16:38,2021.09.17,2,2,556,1029
se,5710,85647,38066,38132,3,1,2021.08.26 16:40,2021.09.30,2,2,846,891
da,3874,320391,36717,36717,3,1,2021.08.26 16:41,2021.09.16,2,2,3461,0
da,1374,228922,37641,37767,2,1,2021.08.26 16:44,2021.09.22,2,2,4125,561
da,1200,320125,36195,36195,2,3,2021.08.26 16:46,2021.09.08,2,2,4472,561
da,7730,259379,36083,37937,2,1,2021.08.26 16:48,2021.09.06,2,2,3801,0
se,5710,295736,38066,38132,3,1,2021.08.26 16:48,2021.09.23,2,2,2755,905
de,7690,320393,35070,35340,2,1,2021.08.26 16:49,2021.09.01,2,2,597,1281
no,3768,320395,36612,38572,2,1,2021.08.26 16:51,2021.09.06,3,3,4649,1121
se,5062,310443,36626,36651,2,1,2021.08.26 16:53,2021.09.09,2,2,4599,905
da,4817,153321,36472,36472,4,3,2021.08.26 16:54,2021.09.26,2,2,2336,561
se,7511,172918,34287,37304,2,1,2021.08.26 16:55,2021.09.27,4,2,3796,625
de,509,320398,37983,37983,3,1,2021.08.26 16:55,2021.09.13,2,2,1525,1354
da,969,282819,37994,37994,2,1,2021.08.26 16:56,2021.09.04,2,2,1963,1313
de,5111,63734,36320,36320,3,1,2021.08.26 16:58,2021.09.05,2,2,874,1033
da,4124,320399,37063,37063,2,1,2021.08.26 16:59,2021.10.13,8,8,1169,319
da,1031,139788,36173,38099,2,1,2021.08.26 16:59,2021.09.30,2,2,2358,672
da,5340,83208,35772,35772,3,1,2021.08.26 17:01,2021.09.28,2,2,1463,519
da,5215,170496,37945,37945,2,1,2021.08.26 17:03,2021.09.11,2,2,3216,561
se,846,320401,36219,38060,2,1,2021.08.26 17:05,2021.09.07,2,2,4873,891
se,4893,320402,35783,38422,3,1,2021.08.26 17:05,2021.09.08,2,2,4316,625
se,1109,291864,35798,36522,2,1,2021.08.26 17:08,2021.09.29,2,2,544,625
se,1571,70319,36250,38208,2,3,2021.08.26 17:09,2021.09.26,2,2,3066,313
da,893,320403,36172,38080,1,1,2021.08.26 17:10,2021.09.23,2,2,1055,561
da,4420,320404,37195,37198,2,1,2021.08.26 17:12,2021.09.02,2,2,2470,0
de,4728,320405,34982,38334,5,1,2021.08.26 17:12,2021.09.15,2,2,3039,1034
da,3061,320406,36798,37362,2,1,2021.08.26 17:13,2021.09.03,2,2,611,1029
da,505,320355,36029,36609,2,2,2021.08.26 17:14,2021.09.07,2,2,4883,902
de,4728,262811,34982,38334,4,1,2021.08.26 17:15,2021.09.30,2,2,1511,0
da,1505,320407,36282,37780,2,1,2021.08.26 17:16,2021.09.03,2,2,4630,0
da,301,320409,36117,38569,2,1,2021.08.26 17:21,2021.09.06,2,2,1290,561
da,7730,320410,36083,37937,3,1,2021.08.26 17:24,2021.09.02,2,2,3105,0
da,3390,156035,37058,38743,2,1,2021.08.26 17:24,2021.09.03,2,2,4760,561
se,1293,320413,37026,38199,3,1,2021.08.26 17:33,2021.09.20,2,2,4664,0
da,3854,161188,36279,38684,3,1,2021.08.26 17:35,2021.09.01,1,1,3754,561
se,2773,320414,36246,38234,2,1,2021.08.26 17:36,2021.09.16,2,2,581,0
da,311,207486,36115,36115,2,1,2021.08.26 17:38,2021.09.09,2,2,659,519
da,314,320415,36842,38604,2,1,2021.08.26 17:39,2021.09.17,2,2,4640,519
da,5582,160599,38708,38708,2,1,2021.08.26 17:39,2021.09.02,2,2,3520,1029
da,2463,280850,36458,37717,2,1,2021.08.26 17:42,2021.09.13,2,2,1593,761
de,3776,320417,37430,37430,2,1,2021.08.26 17:43,2021.09.14,2,2,693,1033
se,689,320418,37949,37949,3,1,2021.08.26 17:44,2021.09.27,2,2,4854,891
da,301,320419,38712,38712,2,1,2021.08.26 17:50,2021.09.09,2,2,4785,901
no,3768,179804,36612,38572,2,1,2021.08.26 17:51,2021.09.16,2,2,1027,1031
se,996,261914,36625,36625,2,1,2021.08.26 17:51,2021.09.02,2,2,2921,1113
da,915,312025,36155,36155,3,1,2021.08.26 17:54,2021.09.29,2,2,4919,519
da,3821,7447,36675,38018,3,1,2021.08.26 17:55,2021.09.18,2,2,3207,901
da,509,2703,37983,37983,3,1,2021.08.26 18:00,2021.09.20,2,2,4913,903
da,650,107627,37656,38497,2,1,2021.08.26 18:00,2021.09.27,2,2,548,0
se,1394,320420,36768,36768,2,1,2021.08.26 18:01,2021.10.08,2,2,3057,905
da,958,168565,35831,38366,7,1,2021.08.26 18:02,2021.10.09,3,3,4106,519
se,4887,320421,37939,38223,2,1,2021.08.26 18:02,2021.09.28,2,2,911,0
se,3636,27328,36169,38550,2,1,2021.08.26 18:02,2021.09.03,4,4,1825,0
se,846,320422,38713,38713,2,1,2021.08.26 18:04,2021.09.01,2,2,4018,1037
da,3894,14396,34064,38404,2,1,2021.08.26 18:06,2021.09.04,2,2,4420,0
da,966,320424,38061,38431,4,1,2021.08.26 18:07,2021.09.30,2,2,4131,0
se,846,16093,36219,38060,2,1,2021.08.26 18:08,2021.09.24,2,2,2313,625
se,2125,267660,36765,37033,2,1,2021.08.26 18:09,2021.10.05,2,2,2669,906
se,6761,320426,35335,38481,2,1,2021.08.26 18:15,2021.09.16,2,2,2926,625
da,1413,320427,36812,38602,5,1,2021.08.26 18:18,2021.09.06,2,2,3651,761
da,645,313139,37390,37390,2,1,2021.08.26 18:27,2021.09.04,2,2,3755,1103
da,2686,242844,36659,37071,2,1,2021.08.26 18:29,2022.03.11,7,7,4377,761
da,969,320429,37994,37994,2,1,2021.08.26 18:31,2021.09.08,2,2,4471,561
se,949,320430,36150,38184,2,1,2021.08.26 18:32,2021.09.27,3,2,3216,1086
se,8006,320431,38467,38467,2,1,2021.08.26 18:33,2021.09.03,4,4,745,891
se,846,320432,38713,38713,2,1,2021.08.26 18:34,2021.09.03,2,2,4724,0
de,499,320433,37845,37845,2,1,2021.08.26 18:38,2021.10.12,2,2,3504,1033
no,3768,255733,38558,38573,2,1,2021.08.26 18:39,2021.09.08,2,2,848,1030
se,6828,54530,35626,35885,2,1,2021.08.26 18:42,2021.09.27,4,4,4558,904
da,1627,320435,35879,35879,2,1,2021.08.26 18:44,2021.09.10,2,2,1165,1029
no,3874,315095,36717,36717,2,1,2021.08.26 18:46,2021.09.29,2,2,4787,914
de,4929,320436,33801,35104,2,1,2021.08.26 18:50,2021.09.01,2,2,1272,1034
da,2771,320437,38611,38617,3,1,2021.08.26 18:50,2021.09.08,2,2,3092,0
de,6864,320438,36857,36857,2,1,2021.08.26 18:51,2021.09.08,2,2,567,1034
de,634,320439,34334,34334,2,1,2021.08.26 18:52,2021.09.06,2,2,1237,911
se,6761,279189,35335,38481,2,1,2021.08.26 18:53,2021.09.09,2,2,3074,0
da,3802,320440,36276,37565,2,1,2021.08.26 18:55,2021.09.07,4,4,1529,0
de,7844,320439,38359,38359,2,1,2021.08.26 18:57,2021.09.04,2,2,1769,911
da,1253,78836,35918,35918,2,1,2021.08.26 19:00,2021.09.04,2,2,619,1331
da,2125,133059,38672,38700,2,1,2021.08.26 19:01,2021.09.16,3,2,4786,519
se,4630,257014,36730,36730,2,1,2021.08.26 19:09,2021.09.08,3,2,2874,905
da,4420,57180,37195,37198,2,1,2021.08.26 19:10,2021.09.02,2,2,1969,1331
da,1505,320442,36282,37780,2,1,2021.08.26 19:14,2021.11.05,1,1,3475,561
da,2771,320443,38611,38617,3,1,2021.08.26 19:14,2021.09.06,2,2,4185,561
se,5954,209715,37190,37614,2,1,2021.08.26 19:16,2021.09.08,2,2,1406,905
de,8342,320444,38595,38595,4,1,2021.08.26 19:17,2021.09.27,3,3,3333,1033
da,304,185812,38554,38680,2,1,2021.08.26 19:22,2021.09.08,2,2,4517,1313
de,915,320445,36155,36155,2,1,2021.08.26 19:23,2021.09.27,2,2,970,436
da,6455,133059,37020,38173,2,1,2021.08.26 19:24,2021.09.14,3,3,2380,519
da,1191,320446,38353,38628,2,1,2021.08.26 19:25,2021.09.31,2,2,3836,519
se,5954,175372,37190,37614,2,1,2021.08.26 19:28,2021.09.01,2,2,2311,625
da,7431,133059,36866,38140,2,1,2021.08.26 19:33,2021.09.18,3,3,4735,519
da,3569,320448,35332,37249,4,1,2021.08.26 19:38,2021.09.29,4,4,4853,1100
de,7690,320449,35070,35340,2,1,2021.08.26 19:38,2021.09.11,2,2,3839,0
se,3636,292602,38720,38720,2,1,2021.08.26 19:39,2021.09.04,2,2,2816,625
de,6351,320450,38639,38639,2,1,2021.08.26 19:42,2021.09.31,2,2,1909,436
da,3854,246822,36279,38684,3,1,2021.08.26 19:44,2021.09.01,2,2,952,0
se,4560,238451,37902,38665,2,1,2021.08.26 19:45,2021.09.28,2,2,885,625
se,5880,320453,35648,38195,2,1,2021.08.26 19:47,2021.09.16,2,2,4297,905
de,509,320454,37983,37983,3,1,2021.08.26 19:48,2021.09.23,2,2,4602,0
da,1191,320411,38353,38628,2,1,2021.08.26 19:50,2021.09.31,2,2,4827,519
da,1505,320457,36282,37780,2,1,2021.08.26 19:52,2021.11.05,1,1,3395,561
da,5713,320458,38701,38701,2,1,2021.08.26 19:57,2021.09.02,2,2,4861,561
da,8026,7546,37958,37958,3,1,2021.08.26 19:59,2021.09.26,2,2,3132,902
da,969,104444,37994,37994,2,1,2021.08.26 20:02,2021.09.27,4,4,2625,0
da,7457,182033,38087,38087,3,1,2021.08.26 20:04,2021.09.27,4,2,2499,116
da,893,153358,36172,38080,1,1,2021.08.26 20:04,2021.09.27,2,2,4945,0
da,4687,320460,36558,36558,2,1,2021.08.26 20:06,2021.09.15,2,2,1429,0
de,2793,320462,33889,38597,3,1,2021.08.26 20:08,2021.09.20,2,2,1054,1034
da,689,266380,37949,37949,4,1,2021.08.26 20:11,2021.09.04,2,2,4551,519
da,1222,23866,33874,35927,2,1,2021.08.26 20:11,2021.09.09,2,2,2168,561
se,1590,219374,37201,37201,3,1,2021.08.26 20:12,2021.09.05,2,2,4762,904
no,7646,320463,35291,35291,2,1,2021.08.26 20:12,2021.09.17,2,2,3174,1031
no,3283,247327,35456,35676,3,1,2021.08.26 20:18,2021.09.10,2,2,3383,1031
da,7370,320464,36557,36557,2,1,2021.08.26 20:18,2021.09.28,1,1,4691,0
se,3891,320465,37079,38263,2,1,2021.08.26 20:20,2021.09.03,2,2,1713,625
de,658,226123,38027,38027,2,1,2021.08.26 20:27,2021.10.01,2,2,4179,1034
se,6346,320466,36873,38175,2,1,2021.08.26 20:27,2021.09.28,2,2,4330,1110
da,304,147823,38554,38680,2,1,2021.08.26 20:29,2021.09.15,2,2,3091,761
da,893,320468,36172,38080,3,1,2021.08.26 20:36,2021.09.10,1,1,1139,0
da,7520,320469,38613,38613,2,1,2021.08.26 20:38,2021.09.12,2,2,1380,0
da,4148,320471,35297,38733,2,1,2021.08.26 20:40,2021.09.17,2,2,675,0
da,884,105379,35385,38134,2,1,2021.08.26 20:43,2021.09.08,2,2,2442,519
da,1191,208138,38353,38628,2,1,2021.08.26 20:45,2021.09.03,2,2,3916,901
de,4215,320473,36326,36326,2,1,2021.08.26 20:46,2021.09.06,2,2,3518,0
se,8175,220358,37653,37653,2,1,2021.08.26 20:47,2021.09.13,2,2,4368,0
da,2194,22952,35507,38705,2,1,2021.08.26 20:54,2021.09.29,2,2,2943,561
da,5807,320303,35173,35282,2,2,2021.08.26 20:56,2021.09.30,4,4,1000,901
se,3961,50559,36787,38257,2,1,2021.08.26 20:58,2021.09.13,2,2,2480,0
da,301,320474,36117,38569,3,1,2021.08.26 20:59,2021.09.13,2,2,4853,519
se,7520,320475,38613,38613,2,1,2021.08.26 21:01,2021.09.28,2,2,2568,1114
se,6566,206636,35631,38165,3,1,2021.08.26 21:05,2021.09.30,2,2,1502,1111
da,1374,46829,36259,36259,2,1,2021.08.26 21:09,2021.12.16,6,6,3850,672
se,6566,296868,38090,38167,3,1,2021.08.26 21:09,2021.09.20,2,2,2474,904
da,595,320476,36137,37804,2,1,2021.08.26 21:10,2021.09.08,2,2,3270,519
da,3649,254269,33863,38124,3,1,2021.08.26 21:10,2021.10.11,3,3,2275,1099
da,830,6575,35903,38556,2,1,2021.08.26 21:14,2021.09.15,5,4,1216,901
da,893,40000,36172,38080,2,1,2021.08.26 21:14,2021.09.29,2,2,1519,519
se,2125,191417,36678,37032,2,1,2021.08.26 21:14,2021.09.02,1,1,4241,891
da,1474,320477,38369,38541,2,1,2021.08.26 21:15,2021.09.10,2,2,1029,519
da,3951,320478,37913,37913,3,1,2021.08.26 21:17,2021.09.30,2,2,2127,519
de,3776,320479,37430,37430,3,1,2021.08.26 21:18,2021.09.13,2,2,867,1033
da,6471,320480,37946,37946,2,1,2021.08.26 21:18,2021.09.30,2,2,3465,0
da,610,320481,37133,38172,4,1,2021.08.26 21:19,2021.09.02,2,2,3926,0
da,311,87687,36115,36115,2,1,2021.08.26 21:23,2021.09.04,2,2,920,561
da,3643,320482,8819,35486,2,1,2021.08.26 21:23,2021.09.31,4,2,676,1331
se,6977,320483,36492,38143,2,1,2021.08.26 21:27,2021.09.03,8,6,3835,0
se,3894,33692,34064,38404,2,1,2021.08.26 21:30,2021.09.01,2,2,1011,0
se,3279,320484,37023,38244,2,1,2021.08.26 21:33,2021.09.04,2,2,4734,625
da,6892,320485,36178,36701,3,1,2021.08.26 21:35,2021.09.12,2,2,3396,561
da,7734,320485,35944,35944,2,1,2021.08.26 21:39,2021.09.15,2,2,3424,561
da,7665,320487,34895,37253,3,1,2021.08.26 21:48,2021.09.16,2,2,4898,561
de,915,275643,36155,36155,2,1,2021.08.26 21:52,2021.09.28,3,2,1095,1033
se,2125,216035,36678,37032,2,1,2021.08.26 21:56,2021.09.02,2,2,2498,891
